user_name,score,date,text,gemma2_sentiment,gemma2_confidence,error_sentiment,classic_sentiment,positive,neutral,negative,time,class_sentiment,class_group,combined_weight_sentiment,combined_abs_sentiment,error_sentiment_value,llama3_sentiment,llama3_confidence,mistral-nemo_sentiment,mistral-nemo_confidence,qwen2_sentiment,qwen2_confidence,qwen2.5-7b_sentiment,qwen2.5-7b_confidence
Joas Vieira aparicio Vieira,4,26/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,2.159,promoter,outros,0.72,0.78,,0.8,1.0,0.6,1.0,1.0,1.0,0.8,0.9
Izamara,1,26/06/2024,O aplicativo é ótimo mas cobram juros absurdo de 10% em cima das transações e eu não acho isso legal até porque o dinheiro demora um dia para cair na conta ainda,0.3,0.7,0,-0.8271,0.095,0.599,0.305,1.67,detractor,taxas,0.07,0.28,,0.4,0.8,-0.5,0.8,-0.8,0.6,0.3,0.8
Antônio Santos,1,26/06/2024,Péssimo. Não consigo nem entrar na minha conta,-0.8,0.9,0,-0.296,0.0,0.761,0.239,1.565,detractor,conta,-0.7,-0.76,,-1.0,0.8,-0.8,0.9,-1.0,1.0,-1.0,0.8
Marli Will,5,26/06/2024,Preciso de uma conta. Minha máquina ton chegou,-0.6,0.7,0,0.0,0.0,1.0,0.0,2.472,promoter,conta,-0.57,-0.54,,-0.4,0.8,0.0,0.5,0.1,0.8,-0.3,0.7
Rafael Silva,5,26/06/2024,"Ótimo app, estou curtindo demais!! 👏🏽👏🏽",0.8,0.9,0,0.4738,0.435,0.565,0.0,2.251,promoter,outros,0.73,0.78,,0.8,1.0,0.8,1.0,1.0,0.8,0.9,0.8
Hugo Ryan,5,26/06/2024,ótimo 👍,1.0,0.8,0,0.3612,1.0,0.0,0.0,2.055,promoter,outros,0.87,0.96,,0.8,0.9,0.8,1.0,0.8,0.9,0.8,1.0
Dubai Construções,5,26/06/2024,"top demais, trabalho com salões de beleza, tem alguma taxa especial para elas?",0.8,0.9,0,0.6369,0.333,0.575,0.092,1.716,promoter,cartao credito,0.77,0.79,,0.8,0.9,0.5,1.0,0.6,0.8,0.7,0.8
Geissy Goes,4,26/06/2024,"O aplicativo só anda fora do ar temporariamente, mas nunca volta, o que será que está acontecendo com o app de vcs ? Não dá para fazer nada nem calcular taxas , nada mesmo. Tá sem funcionar, tá atualizado, tudo certinho e não funciona",0.3,0.7,0,-0.7579,0.0,0.824,0.176,2.335,detractor,outros,0.09,0.27,,-0.9,0.8,0.1,0.9,-0.8,0.7,-0.8,0.7
ADSON SAVIO,1,26/06/2024,O meu aplicativo está dando erro e não estou conseguindo calcular as taxas mesmo com a nova atualização que vocês disponibilizaram.,-0.6,0.8,0,-0.34,0.108,0.676,0.216,2.022,detractor,taxas,-0.55,-0.58,,0.6,0.8,-0.7,0.9,-0.5,1.0,-0.6,0.8
Antonio Fabricio,5,26/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,2.137,promoter,outros,0.72,0.78,,0.8,0.9,0.7,1.0,0.8,0.9,0.8,0.9
maria de lourdes da silva dos santos,5,26/06/2024,hotimas,0.8,0.7,0,0.0,0.0,1.0,0.0,2.038,promoter,outros,0.76,0.72,,0.6,0.8,0.0,1.0,1.0,0.8,-1.0,0.7
Fabi camsil,5,26/06/2024,Perfeita adorei super indico,0.9,0.9,0,0.743,0.759,0.241,0.0,2.246,promoter,outros,0.87,0.9,,0.8,0.9,0.8,1.0,0.8,0.9,0.8,0.9
jorge ricardo gomes de sena Sena,5,26/06/2024,Otimo ☺️,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.561,promoter,outros,0.87,0.96,,0.5,0.7,0.7,1.0,1.0,1.0,0.8,0.9
jake tayara,5,26/06/2024,ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,2.196,promoter,outros,0.87,0.96,,0.8,0.9,0.8,1.0,0.8,1.0,1.0,0.9
Cleiton Tobias,5,26/06/2024,ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.576,promoter,outros,0.87,0.96,,0.8,1.0,0.8,1.0,0.5,1.0,0.8,0.9
Alcinei Souza,5,26/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,2.119,promoter,outros,0.72,0.78,,0.8,0.9,0.7,1.0,0.8,1.0,0.8,0.9
José Lindoso,5,26/06/2024,estou gostando,0.6,0.8,0,0.0,0.0,1.0,0.0,2.122,promoter,outros,0.57,0.54,,0.8,0.9,0.5,1.0,0.5,1.0,0.5,0.8
Alexandre costa,3,26/06/2024,"Estou dando 3 estrelas pois sinto falta de agumas coisas que tinha na concorrência, abrir app com biometria, ter lista de favorecidos no Pix , usar biometria como segurança para enviar Pix ..., se colocarem isso o app ficará perfeito 👍",0.6,0.8,0,0.5859,0.177,0.734,0.089,1.645,promoter,pix,0.6,0.6,,0.4,0.8,0.5,0.9,0.8,0.9,0.3,0.8
Neydson medeiros,1,26/06/2024,Estou tendo problemas para calcular as taxas aplicativo está fechado.,-0.6,0.7,0,-0.5574,0.0,0.635,0.365,2.252,detractor,taxas,-0.59,-0.6,,0.6,0.9,-0.5,0.8,-0.7,0.5,-0.5,0.8
risivaldoalbaradoalbarado risivaldoalbaradoalbara,5,26/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,2.631,promoter,outros,0.72,0.78,,0.8,0.9,0.6,1.0,0.9,1.0,0.8,0.9
lohan Etinho,5,26/06/2024,Muito top o melhor que ja tive parabéns aos criadores,0.8,0.9,0,0.7783,0.493,0.507,0.0,2.578,promoter,outros,0.8,0.8,,0.8,0.9,0.7,1.0,0.8,1.0,0.8,0.9
Rener sarmento,5,26/06/2024,surreal a experiência,0.3,0.6,0,0.0,0.0,1.0,0.0,2.208,promoter,outros,0.28,0.27,,0.7,0.8,0.1,0.7,0.8,0.7,0.8,0.7
brawl blox,1,26/06/2024,"Não recomendo, tava usando esse app para receber as minhas vendas, fecharam a minha conta sem me explicar o q aconteceu e ainda ficou dinheiro retido q não me devolveu.. zero pra esse app",-0.7,0.9,0,-0.3612,0.075,0.746,0.179,2.455,detractor,conta,-0.63,-0.68,,0.6,0.9,-0.8,1.0,-0.7,1.0,-0.8,0.9
allisson gomes,1,26/06/2024,Muito lento,-0.6,0.8,0,0.0,0.0,1.0,0.0,2.676,detractor,lentidao,-0.57,-0.54,,0.4,0.7,0.1,0.7,-1.0,0.8,-0.8,0.7
282 RECURSOS DE MULTAS,1,25/06/2024,"Aplicativo fácil de mexer porém o pix vive dando erro, quase nunca funciona, podiam melhorar",-0.4,0.7,0,0.6808,0.394,0.481,0.125,2.522,detractor,pix,-0.18,-0.37,,0.7,0.8,-0.5,0.8,0.1,0.8,0.4,0.7
Woney Menezes,5,25/06/2024,práticos,0.1,0.6,0,0.0,0.0,1.0,0.0,1.883,neutral,outros,0.1,0.09,,0.5,0.8,0.0,1.0,0.3,1.0,0.5,0.8
FREE FIRE MK VINGADOR,5,25/06/2024,Bom,0.8,0.9,0,0.4215,1.0,0.0,0.0,2.346,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.5,1.0,0.5,0.8
Magna adorei muito bom Martins,2,25/06/2024,Estou tendo muito problema ao acessar toda vez ele fica carregando e não abre,-0.7,0.8,0,-0.5994,0.0,0.692,0.308,2.5,detractor,acesso,-0.68,-0.7,,0.6,0.9,-0.7,1.0,-0.9,1.0,-0.6,0.7
Felipe Merces,4,25/06/2024,E vc f$$$$$$$%,-0.8,0.6,0,0.0,0.0,1.0,0.0,2.358,detractor,outros,-0.76,-0.72,,0.8,0.6,-1.0,1.0,-1.0,0.8,-1.0,0.8
João Vitor Ribeiro,5,25/06/2024,muito obrigado e muito bom sim,0.8,0.9,0,0.7845,0.798,0.202,0.0,2.321,promoter,outros,0.8,0.8,,0.8,0.9,0.7,1.0,0.7,0.9,0.8,0.9
Jean Pierre,5,25/06/2024,Excelente.. voltou funcionar TapTon💚,0.8,0.9,0,0.0,0.0,1.0,0.0,2.535,promoter,outros,0.76,0.72,,0.8,1.0,0.8,1.0,0.8,0.9,0.8,0.9
Yachiro Oficial,1,25/06/2024,"Pessoal não comprem está MAQUINETA pelo amor de Deus, mesmo eu vendendo mais de 3000 mil reais por mês mudaram meu plano e perdi muito dinheiro em uma venda, o regulamento diz que para continuar no plano Ton brother basta vender 2000 mil reais por mês, eu vendo todo mês mais de 3000 mil e eles de forma antiética mudaram meu plano prejudicando o juros e minha vendas se eu soubesse nem teria pego essa maquineta pois investi em algo que basicamente não irá me servir mais.",-0.8,0.9,0,-0.3182,0.069,0.827,0.104,1.847,detractor,maquininha,-0.7,-0.77,,-1.0,0.9,-0.8,1.0,-1.0,0.8,-0.7,0.8
Kaua Euclydes,5,25/06/2024,Bmo,0.0,0.3,0,0.0,0.0,1.0,0.0,2.099,neutral,outros,0.0,0.0,,0.8,0.6,0.0,1.0,0.5,1.0,0.0,0.5
Carlos Eduardo,4,25/06/2024,"Faz um tempo que usei a maquininha, mas fui roubado e levaram a que eu usava, e deixei de entrar no app por um tempo, e quando fui abaixar novamente o app e entrar deu como conta inativa, então eu não posso mais ser cliente Ton ?",-0.7,0.8,0,-0.7964,0.0,0.839,0.161,2.466,detractor,maquininha,-0.72,-0.7,,0.3,0.7,-0.5,0.7,-0.7,1.0,-0.7,0.8
Marcos Vinicius,5,25/06/2024,Ótimo atendimento!,0.8,0.9,0,0.4199,0.736,0.264,0.0,1.622,promoter,atendimento,0.72,0.78,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Francielle Borges Duarte,5,25/06/2024,A melhor taxa do mercado,0.8,0.9,0,0.4404,0.492,0.508,0.0,2.469,promoter,taxas,0.73,0.78,,0.8,1.0,0.8,1.0,0.8,1.0,0.8,0.9
Isabele Costa,1,25/06/2024,"Baixei o app e está lento demais para usá-lo. Tanto para abrir o APP e realizar transações, ver extrato. Esta todo lento .",-0.7,0.8,0,0.0036,0.13,0.695,0.175,2.567,detractor,lentidao,-0.56,-0.63,,0.6,0.9,-0.8,0.9,-0.8,0.7,-0.7,0.8
Andrea Aparecida Bita,3,25/06/2024,Muito lento,-0.6,0.7,0,0.0,0.0,1.0,0.0,2.42,detractor,lentidao,-0.57,-0.54,,0.6,0.8,-0.5,1.0,-1.0,1.0,-0.8,0.7
Antonio Baiano,5,25/06/2024,atendimento e prestação de serviço como nunca tinha tido até aqui parabéns a Ton motivo esse que passei a da um passo a mais a respeito da Ton passei a ser consumidor dos serviços Ton confiança credibilidade não se compra se conquista.,0.8,0.9,0,0.8591,0.261,0.69,0.049,2.679,promoter,atendimento,0.81,0.8,,0.9,0.8,0.9,1.0,0.9,0.8,0.8,0.7
Anny Santos,5,25/06/2024,só não pode estragar almentando as taxa pq no. começo e bom depois né? todo mundo fala bem d ton,0.6,0.8,0,0.1779,0.212,0.606,0.182,2.515,promoter,taxas,0.52,0.57,,0.5,0.7,0.1,0.8,0.5,1.0,0.4,0.7
Thiagner Santos,2,25/06/2024,"Nossa que demora para vendedor receber pagamento por boleto bancário, antes era mais rápido agora fica dois dias aguardando dois a três dias em ""vendas a receber"" aí mais dois dias aguardando processamento, cara leva uma semana para pra entrar um pagamento, que horror.... 🙄",-0.7,0.8,0,-0.743,0.038,0.731,0.232,2.283,detractor,venda,-0.71,-0.7,,0.4,0.8,-0.6,0.9,-0.8,0.6,-0.7,0.8
Alexandre Ferreira Marques,5,25/06/2024,Ótimo app,1.0,0.9,0,0.3612,0.714,0.286,0.0,2.322,promoter,outros,0.87,0.96,,0.8,0.9,0.8,1.0,0.5,0.8,0.8,0.9
Alexsandro Jose de Oliveira,5,25/06/2024,Muito bom 😊,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.565,promoter,outros,0.72,0.78,,0.8,0.9,0.7,1.0,0.8,1.0,0.8,0.9
Ana Claudia,5,25/06/2024,top Espetacular,0.8,0.9,0,0.0,0.0,1.0,0.0,2.188,promoter,outros,0.76,0.72,,0.8,0.6,0.8,1.0,0.8,0.9,0.8,0.9
Marcus Veni,5,25/06/2024,bom,0.6,0.8,0,0.4215,1.0,0.0,0.0,2.617,promoter,outros,0.56,0.59,,0.8,0.9,0.5,1.0,0.5,1.0,0.5,0.8
Jandira Cardoso,5,24/06/2024,Muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.628,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
EG-unit beats,1,24/06/2024,"Estou com problemas para criar uma conta, sempre quando pede para abrir a conta, sempre da conta inativa",-0.6,0.8,0,-0.6369,0.0,0.693,0.307,2.395,detractor,conta,-0.61,-0.6,,0.5,0.8,-0.5,0.8,-0.8,0.6,-0.6,0.8
suzana bruno,5,24/06/2024,ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,2.333,promoter,outros,0.87,0.96,,0.8,0.9,0.7,1.0,1.0,1.0,1.0,0.9
M 305,5,24/06/2024,"Faz uma pequena correção no aplicativo. Otimiza ele quando clicamos para abrir o aplicativo demora muito abrir. Para usar a máquina BT. Imagina e evolução da ton. Se vocês conseguirem fazer assim... Venda no pix: Abrir no APP verder avançado e na opção crédito, débito e pix e gerar o qr code na máquina de cartão a BT. Evolução top.",0.6,0.7,0,0.4404,0.126,0.781,0.093,2.607,promoter,maquininha,0.57,0.59,,0.3,0.5,0.2,0.8,0.5,0.8,0.4,0.8
Alexssandro R Sl Silva,5,24/06/2024,Tom sempre conosco.,0.6,0.7,0,0.0,0.0,1.0,0.0,2.494,promoter,outros,0.57,0.54,,0.8,0.6,0.5,0.8,0.5,1.0,0.3,0.7
Luiz,2,24/06/2024,"Não salva contatos pix, não é possível agendar pagamento de pix ou boleto.",-0.3,0.7,0,-0.3612,0.143,0.497,0.36,2.671,detractor,pix,-0.31,-0.3,,0.8,0.9,-0.5,1.0,-0.8,1.0,-0.8,0.7
Leonardo Gomes Da Silva Ieo,4,24/06/2024,tô começando a usar,0.1,0.4,0,0.0,0.0,1.0,0.0,2.175,neutral,outros,0.1,0.09,,0.4,0.7,0.4,0.8,0.3,0.7,0.5,0.7
Francisco Farias,1,24/06/2024,Uma boa maquininha e um bom app. Mais está com três dias que não abre o app. Já desinstalei e instalei novamente e não tive êxito. O que devo fazer?,-0.6,0.8,0,0.3182,0.183,0.675,0.141,2.48,detractor,atendimento,-0.42,-0.54,,0.4,0.9,-0.8,0.7,0.2,0.6,-0.5,0.8
Paulo Mendes,1,24/06/2024,Empresa ruim Eu vendi bloquearao minha conta meu dinheiro Deram um prazo pra resolver e não resolveram prorrogaram o prazo com isso já faz mais de 120 dias,-0.8,0.9,0,-0.6124,0.059,0.752,0.19,2.344,detractor,conta,-0.76,-0.79,,0.5,0.9,-0.7,0.9,-0.9,0.8,-0.8,0.7
Karen Fernanda Molina.,5,24/06/2024,Espetacular...,1.0,0.9,0,0.0,0.0,1.0,0.0,2.228,promoter,outros,0.95,0.9,,0.8,0.9,0.7,1.0,0.8,0.9,0.8,0.9
Ima Nojosa,3,24/06/2024,Problema no APP na parte de relatório de vendas peço o específico na hora que coloco a data a aba da data some mas alguém com esse problema?,0.3,0.6,0,-0.6597,0.0,0.81,0.19,2.189,neutro,venda,0.11,0.27,,0.4,0.7,-0.5,0.7,0.3,0.7,-0.2,0.8
Luan Durazzo,5,24/06/2024,muito boa,0.8,0.9,0,0.4404,0.744,0.256,0.0,2.393,promoter,outros,0.73,0.78,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Paulo Dunga 7,5,24/06/2024,top,0.8,0.6,0,0.0,0.0,1.0,0.0,2.377,neutral,outros,0.76,0.72,,0.8,0.6,0.5,0.8,,,0.5,0.7
Eleilson Pereira Barbosa,5,24/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.994,promoter,outros,0.72,0.78,,0.7,1.0,0.8,1.0,0.8,1.0,0.8,0.9
JOTA R PINTURAS,1,24/06/2024,"Aplicativo não entra faz 1 mês, simplesmente não consigo fazer uso e por isso estou migrando para outra. Sem condições!",-0.8,0.7,0,-0.6476,0.0,0.704,0.296,2.168,detractor,acesso,-0.77,-0.79,,0.8,0.9,-0.8,0.9,-0.8,0.7,-0.8,0.7
Bruno Michel,1,24/06/2024,"Não baixem app sumil com meu dinheiro não aparece no extrato simplesmente sumil. Bloqueou por 120 dias e sumil com o dinheiro como se fosse deles. Cuidado fraude, aguardo retorno de vocês TON",-0.8,0.9,0,-0.6486,0.078,0.679,0.243,2.54,detractor,cartao credito,-0.77,-0.79,,0.7,0.9,-0.8,0.9,-0.8,0.6,-0.8,0.7
FLÁVIO RODRIGUES DE OLIVEIRA,5,24/06/2024,"Estou satisfeitissimo, falei tudo.",0.8,0.9,0,0.0,0.0,1.0,0.0,2.169,promoter,outros,0.76,0.72,,0.8,0.9,0.8,1.0,0.9,0.8,0.8,0.9
May Aguiar,5,24/06/2024,Gostaria de saber não tou conseguindo redefinir a senha Está dando expirado o link,-0.6,0.7,0,0.0516,0.164,0.685,0.151,2.231,neutral,acesso,-0.47,-0.54,,0.5,0.7,-0.7,0.9,0.1,0.8,-0.2,0.7
Isaac Silva dos reis,2,24/06/2024,Não estou gostando da cobrança via link pois e quasse um mês pra receber o valor e tem bancos que e até um dia útil estou pensando cinseremente em imigra de banco pois essa demora toda para recebe acaba atrasado a vida da pessoa,-0.6,0.8,0,-0.6486,0.108,0.634,0.258,2.491,detractor,lentidao,-0.61,-0.6,,0.2,0.8,-0.6,0.8,0.3,0.8,-0.6,0.8
Janaina Silva,5,24/06/2024,Otima,1.0,0.9,0,0.0,0.0,1.0,0.0,2.12,promoter,outros,0.95,0.9,,0.7,0.8,0.8,1.0,0.8,1.0,0.8,0.9
Samurai Raça,5,24/06/2024,ótima,1.0,1.0,0,0.0,0.0,1.0,0.0,2.261,promoter,outros,0.95,0.9,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Rebeka Garcia henrique,1,23/06/2024,"Gente, para quem não precisa de dinheiro no dia do recebimento até é válido. Mas o APP já inicia na opção para cair tudo que foi depositado somente no próximo dia útil, e não avisam nada que temos que mudar a opção para cair no mesmo dia e o pagamento do dia tem 23:59 min para cair. Ou seja. Se você precisa receber exatamente no momento. Não vale nenhum pouco apena. Fora isso, usem se quiserem.",-0.4,0.7,0,-0.5719,0.08,0.734,0.186,2.462,detractor,conta,-0.43,-0.41,,-0.7,0.8,-0.6,0.8,-0.7,0.8,-0.6,0.8
Hatake Kakashi,1,23/06/2024,"NÃO E UMA EMPTESA ONESTA! Utilizei a conta e em menos de 1 semana sumiram com mais de 2 mil reais da conta, bloquearam a conta e não me deixam acessar para recuperar... Não recomendo nota 0",-0.9,0.9,0,-0.6932,0.07,0.672,0.258,2.326,detractor,conta,-0.86,-0.89,,0.8,0.9,-0.9,0.8,0.0,0.8,-1.0,0.8
Erick Carlos,5,23/06/2024,Top,0.8,0.7,0,0.0,0.0,1.0,0.0,2.203,promoter,outros,0.76,0.72,,0.5,0.8,,,,,1.0,0.8
Eduardo Brito Silva,4,23/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,2.434,promoter,outros,0.72,0.78,,0.8,1.0,0.8,1.0,1.0,1.0,0.8,0.9
Enderson de souza Souza,5,23/06/2024,"a ton básica é muito alta a taxa😪, só isso de ruim",-0.6,0.7,0,-0.5574,0.0,0.69,0.31,1.81,detractor,taxas,-0.59,-0.6,,0.5,0.8,-0.8,1.0,-0.5,0.8,-0.3,0.7
Diego soares,2,23/06/2024,O Ton tem uma excelente taxa porém o aplicativo e chato demais Toda hora tem que ficar logando Isso e irritante,0.3,0.7,0,0.0,0.177,0.603,0.22,2.218,detractor,outros,0.28,0.27,,0.7,0.9,0.1,0.8,0.2,0.7,0.2,0.7
Thelma Santana de Almeida,5,23/06/2024,incrível,1.0,0.9,0,0.0,0.0,1.0,0.0,1.568,promoter,outros,0.95,0.9,,0.8,1.0,0.8,1.0,0.8,1.0,0.8,0.9
Marcio Sousa,5,23/06/2024,Márcio PANCADÃO,-0.3,0.6,0,0.0,0.0,1.0,0.0,2.595,neutral,outros,-0.28,-0.27,,-0.8,0.6,,,,,0.8,0.7
Vaniever Batista,4,23/06/2024,top,0.8,0.7,0,0.0,0.0,1.0,0.0,2.443,neutral,outros,0.76,0.72,,0.5,0.8,0.6,0.8,,,1.0,0.8
Quecia studio criativo,5,23/06/2024,como cliente a maquininha e top como renda extra e excelente o incentivo,0.8,0.9,0,0.765,0.485,0.515,0.0,2.429,promoter,maquininha,0.79,0.8,,0.8,0.9,0.7,1.0,1.0,0.9,0.8,0.9
Magno Jesus,2,23/06/2024,A função pelo tom tap tá muito lenta. Uma demora pra carregar antes de aproximar.,-0.6,0.8,0,-0.3182,0.0,0.85,0.15,3.111,detractor,lentidao,-0.54,-0.58,,0.6,0.8,-0.6,0.8,-0.7,0.8,-0.4,0.7
Joaquim Santos Pão de Mel Recomeço!,5,23/06/2024,Muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,3.05,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Alexsander neves Fonseca,4,23/06/2024,Falta aceitar alimentação,-0.7,0.6,0,0.0772,0.441,0.169,0.39,2.57,detractor,outros,-0.54,-0.63,,0.5,0.8,-0.5,0.8,-1.0,1.0,-1.0,0.8
Homer,3,23/06/2024,Alguém sabe como resolver o erro 7006 ?,-0.3,0.4,0,-0.2023,0.214,0.476,0.31,2.498,neutral,outros,-0.28,-0.29,,0.8,0.9,0.0,1.0,0.0,1.0,0.5,0.8
Ângela De Jesus Oliveira,5,22/06/2024,muito perfeito o app eu amo fazer pix por aquii!!!!!!!,0.8,0.9,0,0.5374,0.302,0.698,0.0,2.492,promoter,pix,0.75,0.79,,0.8,1.0,0.8,1.0,1.0,0.9,0.8,0.9
Claudia Márcia da Silva e Souza,5,22/06/2024,Muito boa graças a Deus 🙏,0.8,0.9,0,0.765,0.884,0.116,0.0,2.363,promoter,outros,0.79,0.8,,0.5,1.0,0.7,1.0,0.9,1.0,0.8,0.9
Gesiel Gomes,1,22/06/2024,"Recebi um e-mail dizendo que a partir de 21/06 passaria a receber no mesmo dia, sem taxa adicional. Porém isto não aconteceu, continuo recebendo em 1 dia útil.",-0.4,0.8,0,0.1779,0.103,0.819,0.078,2.315,detractor,outros,-0.28,-0.35,,0.3,0.9,0.1,0.8,-0.4,0.8,-0.2,0.8
josiane nunes,5,22/06/2024,gosto bastante das máquinas ton,0.6,0.8,0,0.4019,0.403,0.597,0.0,2.646,promoter,maquininha,0.56,0.59,,0.7,1.0,0.5,1.0,0.7,1.0,0.5,0.8
Marcos Henrique de Arruda,4,22/06/2024,"Muito bom. Espero que seja feito certas correções pra, então fique ótimo.",0.7,0.8,0,0.6486,0.346,0.654,0.0,1.675,promoter,outros,0.69,0.7,,0.7,0.8,0.7,0.9,0.7,0.9,0.7,0.8
Isaque Silva,2,22/06/2024,O aplicativo é lento demais,-0.7,0.8,0,0.0,0.0,1.0,0.0,2.412,detractor,lentidao,-0.66,-0.63,,-0.7,1.0,-0.6,1.0,-0.8,0.6,-1.0,0.8
Ronaldo Marcos,5,22/06/2024,é top de mais,0.8,0.9,0,0.0,0.0,1.0,0.0,1.626,promoter,outros,0.76,0.72,,0.8,0.9,0.5,0.8,0.8,1.0,0.8,0.9
Marcelo Pereira Mercedes,5,22/06/2024,"Pra melhorar precisa link de pagamento liberar com menor prazo, já q 30 dias é sem logia, e também a maquininhas não tem QR Code",-0.5,0.8,0,-0.3182,0.111,0.651,0.238,1.814,detractor,maquininha,-0.46,-0.49,,0.5,0.8,-0.2,0.7,-0.6,0.7,-0.4,0.7
Cida Teixeira,1,22/06/2024,"Meu APP não está funcionando,estou perdendo venda desde manhã que não está funcionando, por favor responsável por esse APP tome uma providência Gente pelo amor de Deus ,esse app não está funcionando a três dias.. façam alguma coisa pelo amor de Deus, estou perdendo vendas",-0.8,0.9,0,0.7906,0.284,0.527,0.188,2.349,detractor,venda,-0.48,-0.77,,-0.5,0.8,-0.8,0.9,-0.9,1.0,-0.8,0.7
Jorge Carlos de Freitas,5,22/06/2024,"Juros um pouquinho alto, mais a funcionalidade boa demais",0.6,0.7,0,0.4404,0.293,0.707,0.0,2.37,promoter,taxas,0.57,0.59,,0.5,0.8,0.4,0.7,0.7,0.9,0.6,0.8
Antônio Pereira da Silva filho,5,22/06/2024,bom,0.8,0.9,0,0.4215,1.0,0.0,0.0,1.588,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.5,1.0,0.5,0.8
Miguel Souza,1,22/06/2024,"Pior app já tiver desprazer de ter ,encerrou minha com conta dinheiro dentro até hj não consegui recuperar não baixe ,minha namorada baixou e aconteceu msm",-0.8,0.9,0,-0.8176,0.0,0.721,0.279,2.337,detractor,conta,-0.8,-0.8,,0.7,0.9,-0.8,0.9,-0.9,1.0,-0.8,0.7
Menose Souza,4,22/06/2024,"até agora , está ocorrendo tudo bem",0.6,0.7,0,0.2732,0.296,0.704,0.0,2.314,promoter,outros,0.53,0.58,,0.5,0.8,0.5,1.0,0.5,1.0,0.5,0.8
Anderson Melo,1,21/06/2024,"Depois que atualizou pela última vez, o acesso era péssimo",-0.7,0.8,0,0.0,0.0,1.0,0.0,2.795,detractor,acesso,-0.66,-0.63,,-0.3,0.7,-0.5,0.8,-0.8,1.0,-1.0,0.8
elisangela cecilia,5,21/06/2024,Ótimo,1.0,1.0,0,0.3612,1.0,0.0,0.0,2.287,promoter,outros,0.87,0.96,,0.5,0.8,0.7,1.0,0.8,1.0,0.8,0.9
Darlane Silva,1,21/06/2024,Não gostei a taxas são muito altas,-0.6,0.7,0,0.1531,0.311,0.444,0.244,1.685,detractor,taxas,-0.45,-0.54,,0.8,0.9,-0.7,0.8,-0.8,1.0,-0.8,0.7
Edson Duarte,5,21/06/2024,muito boa maquininha,0.8,0.9,0,0.4404,0.592,0.408,0.0,2.894,promoter,maquininha,0.73,0.78,,0.8,0.7,0.7,1.0,0.8,1.0,0.8,0.9
Luzineide Neide,5,21/06/2024,ótima,1.0,0.9,0,0.0,0.0,1.0,0.0,2.328,promoter,outros,0.95,0.9,,0.5,1.0,0.7,1.0,0.8,1.0,0.8,0.9
Karina Machado Freitas,2,21/06/2024,"Confuso, difícil de usar por não ter opções diretas. Pra se resolver algo você precisa passar por vários passos e mesmo assim não resolve!",-0.7,0.8,0,-0.3149,0.192,0.539,0.269,2.35,detractor,atendimento,-0.62,-0.67,,0.8,0.9,-0.6,0.9,-0.7,1.0,-0.7,0.8
Daiana Butzke,1,21/06/2024,Mais alguém com problemas de lentidão no aplicativo?,-0.3,0.7,0,-0.4588,0.0,0.7,0.3,1.907,neutro,lentidao,-0.33,-0.31,,-0.3,0.7,0.0,0.5,-0.3,1.0,-0.5,0.7
Jose Ramos,5,21/06/2024,Excelente App,1.0,0.9,0,0.6249,0.804,0.196,0.0,2.173,promoter,outros,0.92,0.99,,0.5,0.8,0.8,1.0,0.8,0.9,0.8,0.9
Jurandir Lima,4,21/06/2024,Excelente e rápida resposta. Facil para venda. Com certeza índigo,0.8,0.9,0,0.8126,0.577,0.321,0.103,2.465,promoter,venda,0.8,0.8,,0.8,0.9,,,0.8,0.9,0.9,0.8
Roberta,1,21/06/2024,"Já faz mais de uma semana que tento desbloquear a função pix para poder realizar uma transferência, e ao clicar em cadastrar dispositivo o mesmo dar erro, já tentei o chat mais nada resolve já instalei uma versão atualizada e mesmo jeito.",-0.7,0.8,0,0.1779,0.116,0.784,0.1,2.668,detractor,pix,-0.52,-0.63,,0.4,0.8,0.1,0.9,0.1,0.8,-0.7,0.8
